Название курса,ID пользователя,Оценка
Искусство киноязыка,id1114,10
Искусство киноязыка,id768,3
Искусство киноязыка,id6421,4
Искусство киноязыка,id8881,1
Искусство киноязыка,id4654,2
Искусство киноязыка,id28,3
Искусство киноязыка,id1609,8
Искусство киноязыка,id13034,4
Искусство киноязыка,id7869,3
Искусство киноязыка,id1111,2
Искусство киноязыка,id3840,1
Искусство киноязыка,id9836,4
Искусство киноязыка,id14086,6
Искусство киноязыка,id5990,9
Искусство киноязыка,id3513,9
Искусство киноязыка,id1025,1
Искусство киноязыка,id7157,7
Искусство киноязыка,id4028,7
Искусство киноязыка,id6237,7
Искусство киноязыка,id12165,8
Искусство киноязыка,id10457,3
Искусство киноязыка,id4565,3
Искусство киноязыка,id1400,7
Искусство киноязыка,id7689,4
Искусство киноязыка,id5104,8
Искусство киноязыка,id6185,7
Искусство киноязыка,id8243,8
Искусство киноязыка,id4925,2
Искусство киноязыка,id10590,6
Искусство киноязыка,id3236,1
Искусство киноязыка,id2360,5
Искусство киноязыка,id12761,6
Искусство киноязыка,id8326,4
Искусство киноязыка,id12242,2
Искусство киноязыка,id4349,9
Искусство киноязыка,id13656,10
Искусство киноязыка,id6077,5
Искусство киноязыка,id2215,1
Искусство киноязыка,id2584,7
Искусство киноязыка,id11482,5
Искусство киноязыка,id12337,10
Искусство киноязыка,id6059,2
Искусство киноязыка,id13734,5
Искусство киноязыка,id9394,2
Искусство киноязыка,id2964,8
Искусство киноязыка,id12791,9
Искусство киноязыка,id7242,2
Искусство киноязыка,id11400,7
Искусство киноязыка,id8379,6
Искусство киноязыка,id9337,1
Искусство киноязыка,id7255,6
Искусство киноязыка,id1413,2
